Gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,prediction
Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,0,17,83.55,1329.15,1.0
Male,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,No,0,67,67.85,4627.65,0.0
Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,0,5,20.15,117.95,0.0
Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,Yes,0,24,89.85,2165.05,1.0
Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,Yes,0,49,100.45,4941.8,0.0
Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,0,5,47.15,223.15,0.0
Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,0,31,20.1,589.25,0.0
Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,0,62,108.15,6825.65,0.0
Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),No,1,71,105.75,7382.85,0.0
Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),No,0,41,60.3,2511.3,0.0
Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,0,71,90.55,6404.0,0.0
Female,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No,1,28,64.45,1867.6,0.0
Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,1,21,96.8,2030.3,1.0
Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,0,69,19.4,1346.2,0.0
Female,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0,22,79.2,1742.75,0.0
Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,0,71,90.35,6325.25,0.0
Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,0,64,24.8,1514.85,0.0
Female,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,0,49,59.75,2934.3,0.0
Male,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,0,39,19.35,779.2,0.0
Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,0,14,19.9,283.75,0.0
Male,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,No,0,16,55.85,857.8,0.0
Female,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No,0,23,75.3,1702.9,0.0
Male,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,0,1,69.75,69.75,1.0
Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,0,50,20.15,970.85,0.0
Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,Yes,0,37,99.2,3754.6,0.0
Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,0,30,21.25,711.9,0.0
Female,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,0,22,80.15,1790.65,1.0
Female,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,No,0,12,75.85,854.45,0.0
Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,0,31,80.45,2429.1,0.0
Male,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0,5,24.95,100.4,0.0
Male,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,Yes,0,40,42.35,1716.45,0.0
Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0,1,75.3,75.3,1.0
Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,0,1,20.15,20.15,0.0
Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,0,12,25.4,313.0,0.0
Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),Yes,0,33,86.15,2745.7,0.0
Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,No,0,11,72.9,818.45,1.0
Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,0,46,101.1,4674.4,0.0
Female,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,0,1,50.1,50.1,0.0
Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,0,24,19.75,498.1,0.0
Female,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0,57,84.5,4845.4,0.0
Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1,29,98.5,3004.15,1.0
Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0,56,103.2,5873.75,0.0
Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No,0,2,50.2,109.25,0.0
Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,1,2,88.55,179.25,1.0
Male,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,0,24,54.75,1338.15,0.0
Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,0,46,19.95,862.4,0.0
Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0,71,116.25,8564.75,0.0
Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,1,56,85.65,4824.45,0.0
Male,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,0,56,21.2,1238.65,0.0
Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,0,28,25.55,672.2,0.0
Female,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,No,0,19,58.2,1045.25,0.0
Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,No,0,50,104.4,5232.9,0.0
Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,0,10,19.5,225.85,0.0
Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,0,14,86.3,1180.95,1.0
Female,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,1,64,108.95,7111.3,0.0
Female,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,0,71,82.0,5999.85,0.0
Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,1,20,89.95,1648.45,1.0
Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,0,38,101.15,3956.7,0.0
Female,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,No,0,23,34.6,813.45,0.0
Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,0,45,20.35,929.2,0.0
Female,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,0,1,95.85,95.85,1.0
Female,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,Yes,0,34,64.4,2088.75,0.0
Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,0,69,105.35,7240.65,0.0
Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0,1,102.45,102.45,1.0
Female,No,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,No,0,11,70.5,829.3,0.0
Male,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,0,11,69.35,712.25,0.0
Female,No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),No,0,15,65.6,1010.0,0.0
Female,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No,0,60,80.55,4847.05,0.0
Male,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,No,0,56,52.7,3019.7,0.0
Female,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,0,49,52.15,2583.75,0.0
Female,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,0,6,98.15,567.45,1.0
Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,0,70,114.95,7711.25,0.0
Female,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,1,7,48.2,340.35,0.0
Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,1,66,99.5,6822.15,0.0
Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,No,0,5,85.3,420.45,1.0
Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,0,12,106.7,1253.9,1.0
Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,1,1,45.2,45.2,0.0
Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,No,0,8,90.25,743.75,1.0
Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,0,71,104.65,7288.4,0.0
Female,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,1,48,104.5,5068.05,0.0
Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),No,0,71,100.5,7030.65,0.0
Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,1,65,95.45,6223.3,0.0
Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,0,25,26.8,733.55,0.0
Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,1,16,85.05,1391.15,1.0
Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,1,56,104.75,5510.65,0.0
Female,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),No,0,48,45.0,2196.3,0.0
Female,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,0,3,46.1,130.15,0.0
Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),No,0,71,95.75,6849.4,0.0
Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),No,0,72,90.45,6565.85,0.0
Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,0,5,84.0,424.75,1.0
Male,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,0,67,54.2,3838.2,0.0
Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,0,46,45.2,2065.15,0.0
Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,No,0,67,75.1,5064.45,0.0
Male,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,0,49,39.2,1838.15,0.0
Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),No,1,18,93.9,1743.9,1.0
Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,1,70.15,70.15,1.0
Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0,35,70.3,2416.55,0.0
Female,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),No,0,29,39.5,1082.75,0.0
Male,Yes,Yes,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,0,21,26.05,565.75,0.0
Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,1,48,91.05,4370.75,0.0
Female,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,0,43,50.2,2169.4,0.0
Male,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,0,8,59.25,436.6,0.0
Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,0,20,90.7,1781.35,1.0
Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,Yes,0,33,103.7,3467.0,0.0
Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),No,1,38,95.0,3591.25,0.0
Male,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,No,1,11,54.55,601.25,0.0
Female,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,0,71,84.8,6046.1,0.0
Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),No,0,42,94.45,3923.8,0.0
Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,0,2,70.7,141.45,1.0
Male,No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,0,60,84.95,4984.85,0.0
Female,Yes,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,Yes,0,42,33.55,1445.3,0.0
Male,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,0,7,49.65,305.55,0.0
Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,1,40,94.55,3640.45,0.0
Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,0,27,100.5,2673.45,1.0
Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,1,27,86.45,2401.05,1.0
Male,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),No,0,4,38.55,156.1,0.0
Male,No,No,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,0,68,39.9,2796.35,0.0
Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,0,18,20.1,407.05,0.0
Female,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No,0,17,35.65,646.05,0.0
Male,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,0,1,35.9,35.9,1.0
Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,No,1,50,25.2,1306.3,0.0
Female,No,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,0,14,59.8,824.85,0.0
Female,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,No,0,7,61.4,438.9,0.0
Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,No,1,2,81.5,162.55,1.0
Female,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,0,27,74.4,1972.35,0.0
Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,0,7,74.9,490.55,1.0
Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,0,72,110.45,8058.85,0.0
Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,0,47,24.55,1160.45,0.0
Male,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,No,1,57,90.65,5199.8,0.0
Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,1,50,105.05,5163.3,0.0
Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,0,48,19.55,883.35,0.0
Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,0,53,98.4,5149.5,0.0
Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,0,6,19.85,119.3,0.0
Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,No,0,3,86.05,244.85,1.0
Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),No,0,56,75.85,4261.2,0.0
Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,1,46,100.7,4541.2,0.0
Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,0,12,20.5,255.5,0.0
Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,No,0,28,90.45,2509.25,0.0
Male,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,0,31,55.25,1715.65,0.0
Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,0,6,90.75,512.25,1.0
Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Yes,0,35,75.35,2636.05,0.0
Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No,0,38,20.25,814.75,0.0
Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,0,4,19.6,93.45,0.0
Male,No,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,No,0,41,70.2,2894.55,0.0
Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,0,70,26.05,1856.4,0.0
Male,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,No,0,71,24.5,1816.2,0.0
Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,0,64,115.1,7334.05,0.0
Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,1,1,69.5,69.5,1.0
Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,0,24,99.65,2404.85,1.0
Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,0,34,84.75,2839.45,0.0
Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),No,0,72,97.75,6991.6,0.0
Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,0,1,19.4,19.4,0.0
Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,0,9,83.3,803.3,1.0
Female,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,1,41,101.1,4016.2,0.0
Female,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,No,0,12,78.85,876.75,0.0
Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,0,56,20.05,1090.1,0.0
Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,1,2,19.2,37.2,0.0
Female,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,0,18,50.0,892.7,0.0
Female,No,No,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,0,8,60.0,487.75,0.0
Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),No,0,71,99.0,7061.65,0.0
